id,acc_open_past_24mths,mo_sin_old_il_acct,mo_sin_rcnt_tl,open_acc_6m,mths_since_rcnt_il,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_2yrs,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,open_il_12m,open_il_24m,avg_cur_bal,percent_bc_gt_75,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_rv_12m,open_rv_24m,earliest_cr_line
188,9.0,93.0,2.0,,,0.0,0.0,0.0,248.0,2.0,,,2503.0,50.0,,0.0,0.0,4.0,,,Apr-1994
189,2.0,99.0,5.0,,,0.0,0.0,1.0,226.0,5.0,,,2310.0,75.0,0.0,0.0,1.0,2.0,,,Feb-1996
190,0.0,268.0,75.0,,,0.0,0.0,0.0,155.0,75.0,,,6312.0,100.0,0.0,0.0,0.0,0.0,,,Aug-1992
191,5.0,74.0,9.0,,,0.0,0.0,0.0,101.0,13.0,,,5214.0,0.0,0.0,0.0,0.0,1.0,,,Jul-2006
192,2.0,,2.0,,,0.0,0.0,0.0,96.0,2.0,,,10914.0,16.7,0.0,0.0,0.0,1.0,,,Sep-1995
193,5.0,171.0,3.0,,,0.0,0.0,2.0,74.0,15.0,,,6772.0,25.0,0.0,0.0,0.0,1.0,,,Sep-2000
194,3.0,119.0,14.0,,,0.0,0.0,0.0,121.0,14.0,,,9631.0,100.0,0.0,0.0,0.0,0.0,,,Nov-2004
195,0.0,124.0,32.0,,,0.0,0.0,3.0,342.0,32.0,,,25646.0,66.7,0.0,0.0,2.0,0.0,,,Jun-1986
196,8.0,140.0,2.0,,,0.0,0.0,1.0,134.0,7.0,,,25193.0,0.0,0.0,0.0,1.0,2.0,,,Apr-2003
197,5.0,28.0,5.0,,,0.0,0.0,0.0,87.0,5.0,,,1818.0,33.3,0.0,0.0,0.0,2.0,,,Sep-2007
198,0.0,145.0,56.0,,,0.0,0.0,2.0,180.0,60.0,,,67197.0,100.0,0.0,0.0,1.0,0.0,,,Dec-1999
199,16.0,171.0,3.0,,,0.0,0.0,0.0,156.0,7.0,,,751.0,50.0,0.0,0.0,0.0,5.0,,,Sep-2000
200,1.0,139.0,19.0,,,0.0,1.0,0.0,134.0,38.0,,,1770.0,71.4,0.0,0.0,0.0,0.0,,,May-2003
201,2.0,159.0,8.0,,,0.0,0.0,0.0,243.0,17.0,,,8611.0,100.0,0.0,0.0,0.0,1.0,,,Sep-1994
202,8.0,68.0,2.0,,,0.0,0.0,0.0,238.0,2.0,,,17889.0,50.0,0.0,0.0,0.0,7.0,,,Feb-1995
203,4.0,74.0,2.0,,,0.0,0.0,0.0,103.0,2.0,,,5598.0,60.0,0.0,0.0,0.0,3.0,,,May-2006
204,12.0,244.0,2.0,,,0.0,0.0,1.0,256.0,2.0,,,30363.0,100.0,0.0,0.0,0.0,5.0,,,Aug-1993
205,2.0,126.0,10.0,,,0.0,0.0,0.0,139.0,83.0,,,5346.0,33.3,0.0,0.0,0.0,2.0,,,May-2003
206,4.0,216.0,6.0,,,0.0,0.0,1.0,155.0,6.0,,,7568.0,66.7,0.0,0.0,0.0,4.0,,,Dec-1996
207,9.0,106.0,2.0,,,0.0,0.0,0.0,129.0,2.0,,,2985.0,66.7,0.0,0.0,0.0,3.0,,,Mar-2004
208,15.0,130.0,3.0,,,0.0,0.0,0.0,485.0,3.0,,,1770.0,0.0,0.0,0.0,0.0,4.0,,,Jul-1974
209,3.0,87.0,7.0,,,0.0,0.0,0.0,82.0,16.0,,,5843.0,33.3,0.0,0.0,0.0,1.0,,,Sep-2007
210,2.0,158.0,1.0,,,0.0,0.0,0.0,136.0,1.0,,,37846.0,66.7,0.0,0.0,0.0,2.0,,,Oct-2001
211,2.0,147.0,11.0,,,0.0,0.0,0.0,121.0,11.0,,,30140.0,100.0,0.0,0.0,0.0,2.0,,,Sep-2002
212,2.0,84.0,24.0,,,0.0,0.0,0.0,118.0,24.0,,,5937.0,37.5,0.0,0.0,0.0,0.0,,,Feb-2005
213,3.0,160.0,3.0,,,0.0,0.0,0.0,172.0,3.0,,,5481.0,100.0,0.0,0.0,0.0,1.0,,,Aug-2000
214,7.0,238.0,0.0,,,0.0,0.0,1.0,225.0,0.0,,,50445.0,80.0,0.0,0.0,0.0,3.0,,,Feb-1995
215,5.0,174.0,9.0,,,0.0,0.0,0.0,166.0,9.0,,,11178.0,66.7,0.0,0.0,0.0,3.0,,,Jun-2000
216,1.0,171.0,22.0,,,0.0,0.0,0.0,174.0,72.0,,,9307.0,50.0,0.0,0.0,0.0,0.0,,,Jun-2000
217,3.0,179.0,10.0,,,0.0,0.0,0.0,267.0,11.0,,,4786.0,33.3,0.0,0.0,0.0,2.0,,,Sep-1992
218,6.0,133.0,5.0,,,0.0,0.0,0.0,149.0,5.0,,,34337.0,33.3,0.0,0.0,0.0,5.0,,,Jul-2002
219,6.0,149.0,3.0,,,0.0,0.0,0.0,121.0,3.0,,,3498.0,100.0,0.0,0.0,0.0,4.0,,,Jul-2002
220,6.0,120.0,2.0,,,0.0,0.0,0.0,363.0,2.0,,,1341.0,20.0,0.0,0.0,0.0,2.0,,,Sep-1984
221,10.0,159.0,3.0,,,0.0,0.0,0.0,103.0,3.0,,,2862.0,14.3,0.0,0.0,0.0,8.0,,,Sep-2001
222,4.0,253.0,3.0,,,0.0,0.0,0.0,323.0,7.0,,,5524.0,28.6,0.0,0.0,0.0,3.0,,,Jan-1988
223,4.0,126.0,4.0,,,0.0,0.0,0.0,153.0,25.0,,,4111.0,12.5,0.0,0.0,0.0,3.0,,,Mar-2002
224,1.0,123.0,7.0,,,0.0,0.0,0.0,119.0,7.0,,,74435.0,100.0,0.0,0.0,0.0,1.0,,,Jul-2002
225,2.0,99.0,4.0,,,0.0,0.0,0.0,91.0,4.0,,,30626.0,100.0,0.0,0.0,0.0,2.0,,,Sep-2006
226,2.0,60.0,2.0,,,0.0,0.0,0.0,84.0,2.0,,,14886.0,,0.0,0.0,0.0,1.0,,,Dec-2007
227,4.0,82.0,16.0,,,0.0,0.0,1.0,141.0,16.0,,,18088.0,75.0,0.0,0.0,1.0,0.0,,,Mar-2003
228,2.0,,12.0,,,0.0,0.0,0.0,64.0,12.0,,,813.0,14.3,0.0,0.0,0.0,1.0,,,Aug-2009
229,4.0,81.0,4.0,,,0.0,0.0,0.0,219.0,23.0,,,22806.0,0.0,0.0,0.0,0.0,2.0,,,Jun-1995
230,2.0,46.0,4.0,,,0.0,0.0,0.0,58.0,4.0,,,2902.0,100.0,0.0,0.0,0.0,1.0,,,Feb-2010
231,4.0,65.0,10.0,,,0.0,0.0,0.0,100.0,10.0,,,30160.0,100.0,0.0,0.0,0.0,2.0,,,Aug-2006
232,6.0,1.0,1.0,,,0.0,0.0,0.0,171.0,1.0,,,2542.0,33.3,0.0,0.0,0.0,5.0,,,Sep-2000
233,4.0,135.0,4.0,,,0.0,0.0,0.0,192.0,4.0,,,9342.0,40.0,0.0,0.0,0.0,3.0,,,Dec-1998
234,8.0,51.0,3.0,,,0.0,0.0,0.0,60.0,3.0,,,33032.0,33.3,0.0,0.0,0.0,3.0,,,Dec-2009
235,6.0,178.0,10.0,,,0.0,0.0,0.0,91.0,11.0,,,4929.0,100.0,0.0,0.0,0.0,4.0,,,Sep-1998
236,0.0,121.0,25.0,,,0.0,0.0,1.0,159.0,27.0,,,3230.0,66.7,0.0,0.0,0.0,0.0,,,Sep-2001
237,2.0,286.0,9.0,,,0.0,0.0,0.0,243.0,26.0,,,8153.0,71.4,0.0,0.0,0.0,1.0,,,Feb-1991
238,4.0,143.0,9.0,,,0.0,0.0,0.0,428.0,21.0,,,5613.0,100.0,0.0,0.0,0.0,2.0,,,Apr-1979
239,11.0,150.0,3.0,,,0.0,0.0,0.0,241.0,3.0,,,3416.0,100.0,0.0,0.0,0.0,4.0,,,Nov-1994
240,9.0,157.0,4.0,,,0.0,0.0,0.0,224.0,14.0,,,16038.0,100.0,0.0,0.0,0.0,5.0,,,Apr-1996
241,4.0,241.0,4.0,,,0.0,0.0,0.0,264.0,4.0,,,20335.0,66.7,0.0,0.0,0.0,3.0,,,Dec-1992
242,12.0,88.0,5.0,,,0.0,0.0,0.0,49.0,5.0,,,1798.0,33.3,0.0,0.0,0.0,3.0,,,Aug-2007
243,3.0,143.0,19.0,,,0.0,0.0,0.0,203.0,22.0,,,6370.0,66.7,0.0,0.0,0.0,0.0,,,Jan-1998
244,7.0,65.0,7.0,,,0.0,0.0,1.0,171.0,7.0,,,29010.0,12.5,0.0,0.0,1.0,2.0,,,Oct-1985
245,12.0,51.0,4.0,,,0.0,0.0,0.0,17.0,5.0,,,3384.0,20.0,0.0,0.0,0.0,9.0,,,Jun-2010
246,3.0,168.0,11.0,,,0.0,0.0,2.0,457.0,20.0,,,9153.0,80.0,0.0,0.0,0.0,1.0,,,Nov-1976
247,12.0,87.0,4.0,,,0.0,1.0,0.0,107.0,4.0,,,1236.0,16.7,0.0,0.0,0.0,6.0,,,Jan-2006
248,10.0,146.0,1.0,,,0.0,0.0,0.0,99.0,1.0,,,3587.0,100.0,0.0,0.0,0.0,3.0,,,Oct-2002
249,5.0,132.0,6.0,,,0.0,0.0,3.0,288.0,16.0,,,9427.0,0.0,0.0,0.0,0.0,2.0,,,Dec-1990
250,10.0,123.0,8.0,,,0.0,0.0,0.0,145.0,8.0,,,24019.0,57.1,0.0,0.0,0.0,2.0,,,Dec-1997
251,1.0,134.0,4.0,,,0.0,0.0,0.0,304.0,4.0,,,35379.0,50.0,0.0,0.0,0.0,1.0,,,Aug-1989
252,4.0,265.0,1.0,,,0.0,0.0,1.0,120.0,1.0,,,13626.0,66.7,0.0,0.0,0.0,4.0,,,Nov-1992
253,1.0,117.0,23.0,,,0.0,0.0,0.0,192.0,25.0,,,18096.0,33.3,0.0,0.0,0.0,0.0,,,Dec-1998
254,5.0,132.0,1.0,,,0.0,0.0,0.0,124.0,1.0,,,12620.0,80.0,0.0,0.0,0.0,2.0,,,Dec-2003
255,2.0,,4.0,,,0.0,0.0,0.0,108.0,4.0,,,3796.0,50.0,0.0,0.0,0.0,2.0,,,Dec-2005
256,4.0,160.0,2.0,,,0.0,0.0,0.0,230.0,2.0,,,5905.0,100.0,0.0,0.0,0.0,2.0,,,Oct-1995
257,1.0,131.0,16.0,,,0.0,0.0,0.0,241.0,16.0,,,23290.0,100.0,0.0,0.0,0.0,0.0,,,Nov-1994
258,3.0,77.0,11.0,,,0.0,0.0,0.0,34.0,11.0,,,1470.0,100.0,0.0,0.0,0.0,1.0,,,Jul-2008
259,4.0,105.0,9.0,,,0.0,0.0,0.0,185.0,9.0,,,3009.0,33.3,0.0,0.0,0.0,2.0,,,Jul-1999
260,7.0,142.0,2.0,,,0.0,0.0,0.0,370.0,2.0,,,28150.0,55.6,0.0,0.0,0.0,5.0,,,Feb-1984
261,4.0,136.0,8.0,,,0.0,0.0,0.0,80.0,8.0,,,7698.0,50.0,0.0,0.0,0.0,3.0,,,Nov-1991
262,1.0,139.0,3.0,,,0.0,0.0,0.0,166.0,3.0,,,7521.0,0.0,0.0,0.0,0.0,1.0,,,Apr-1995
263,6.0,106.0,7.0,,,0.0,0.0,1.0,182.0,9.0,,,54970.0,100.0,0.0,0.0,0.0,2.0,,,Oct-1999
264,4.0,140.0,19.0,,,0.0,0.0,0.0,166.0,19.0,,,87661.0,50.0,0.0,0.0,0.0,0.0,,,Feb-2001
265,3.0,175.0,4.0,,,0.0,0.0,0.0,200.0,16.0,,,4360.0,100.0,0.0,0.0,0.0,1.0,,,Apr-1998
266,1.0,36.0,1.0,,,0.0,0.0,0.0,258.0,1.0,,,5982.0,66.7,0.0,0.0,0.0,1.0,,,Jun-1993
267,4.0,144.0,7.0,,,0.0,0.0,0.0,123.0,8.0,,,32236.0,71.4,0.0,0.0,0.0,3.0,,,Dec-2002
268,5.0,130.0,7.0,,,0.0,0.0,0.0,43.0,12.0,,,31222.0,100.0,0.0,0.0,0.0,2.0,,,Feb-2004
269,7.0,160.0,2.0,,,0.0,0.0,1.0,192.0,2.0,,,5948.0,50.0,,0.0,1.0,3.0,,,Dec-1998
270,2.0,139.0,13.0,,,0.0,0.0,0.0,189.0,25.0,,,9521.0,100.0,0.0,0.0,0.0,0.0,,,Mar-1999
271,6.0,205.0,2.0,,,0.0,0.0,0.0,196.0,2.0,,,2104.0,85.7,0.0,0.0,0.0,3.0,,,Nov-1997
272,11.0,100.0,1.0,,,0.0,0.0,0.0,69.0,6.0,,,14108.0,25.0,0.0,0.0,0.0,4.0,,,Aug-2006
273,1.0,144.0,15.0,,,0.0,0.0,1.0,191.0,15.0,,,12002.0,0.0,0.0,0.0,0.0,0.0,,,Jan-1999
274,8.0,300.0,3.0,,,0.0,0.0,1.0,279.0,3.0,,,17474.0,50.0,0.0,0.0,1.0,8.0,,,Dec-1989
275,2.0,117.0,5.0,,,0.0,0.0,0.0,124.0,5.0,,,5143.0,100.0,0.0,0.0,0.0,1.0,,,Aug-2004
276,11.0,166.0,3.0,,,0.0,0.0,0.0,117.0,7.0,,,3822.0,10.0,0.0,0.0,0.0,6.0,,,Feb-2001
277,1.0,89.0,16.0,,,0.0,0.0,2.0,67.0,30.0,,,4685.0,0.0,0.0,0.0,0.0,0.0,,,Jul-2007
278,0.0,64.0,32.0,,,0.0,0.0,0.0,151.0,32.0,,,1199.0,50.0,0.0,0.0,0.0,0.0,,,May-2002
279,6.0,23.0,9.0,,,0.0,0.0,0.0,336.0,9.0,,,41534.0,42.9,0.0,0.0,0.0,2.0,,,Dec-1986
280,3.0,158.0,4.0,,,0.0,0.0,0.0,271.0,15.0,,,9753.0,25.0,0.0,0.0,0.0,1.0,,,May-1992
281,8.0,78.0,8.0,,,0.0,0.0,0.0,281.0,8.0,,,4429.0,100.0,0.0,0.0,0.0,1.0,,,Jul-1991
282,2.0,68.0,6.0,,,0.0,0.0,1.0,55.0,6.0,,,1177.0,0.0,0.0,0.0,0.0,2.0,,,Apr-2009
283,4.0,,1.0,,,0.0,0.0,0.0,48.0,1.0,,,1004.0,100.0,0.0,0.0,0.0,2.0,,,Dec-2010
284,0.0,140.0,82.0,,,0.0,0.0,0.0,237.0,82.0,,,86307.0,,0.0,0.0,0.0,0.0,,,Mar-1995
285,5.0,111.0,1.0,,,0.0,0.0,0.0,182.0,1.0,,,2207.0,100.0,0.0,0.0,0.0,3.0,,,Oct-1999
286,7.0,148.0,1.0,,,0.0,0.0,1.0,236.0,1.0,,,3647.0,0.0,0.0,0.0,0.0,4.0,,,Apr-1995
287,7.0,123.0,4.0,,,0.0,0.0,0.0,145.0,7.0,,,1456.0,0.0,0.0,0.0,0.0,5.0,,,Nov-2002
288,1.0,112.0,11.0,,,0.0,0.0,0.0,73.0,11.0,,,3628.0,100.0,0.0,0.0,0.0,1.0,,,Aug-2005
289,4.0,64.0,16.0,,,0.0,0.0,0.0,93.0,19.0,,,6550.0,100.0,0.0,0.0,0.0,0.0,,,Mar-2007
290,2.0,179.0,10.0,,,0.0,0.0,0.0,116.0,19.0,,,6750.0,66.7,0.0,0.0,0.0,1.0,,,Jan-2000
291,1.0,141.0,5.0,,,0.0,0.0,2.0,210.0,5.0,,,8837.0,40.0,0.0,0.0,0.0,1.0,,,Jun-1997
292,6.0,88.0,4.0,,,0.0,0.0,0.0,127.0,4.0,,,9504.0,20.0,0.0,0.0,0.0,5.0,,,May-2004
293,8.0,23.0,11.0,,,0.0,0.0,0.0,102.0,11.0,,,1078.0,20.0,0.0,0.0,0.0,1.0,,,Jun-2006
294,3.0,95.0,3.0,,,0.0,0.0,0.0,218.0,3.0,,,990.0,20.0,0.0,0.0,0.0,1.0,,,Oct-1996
295,2.0,123.0,5.0,,,0.0,0.0,1.0,207.0,5.0,,,12600.0,50.0,0.0,0.0,1.0,2.0,,,Sep-1997
296,11.0,94.0,2.0,,,0.0,0.0,1.0,109.0,2.0,,,827.0,16.7,0.0,0.0,0.0,5.0,,,Nov-2005
297,4.0,158.0,11.0,,,0.0,0.0,0.0,72.0,27.0,,,16202.0,0.0,0.0,0.0,0.0,1.0,,,Oct-2001
298,4.0,110.0,5.0,,,0.0,0.0,1.0,172.0,9.0,,,85506.0,0.0,0.0,0.0,0.0,4.0,,,Aug-2000
299,4.0,145.0,4.0,,,0.0,0.0,0.0,141.0,4.0,,,19306.0,100.0,0.0,0.0,0.0,2.0,,,Nov-2002
300,5.0,7.0,7.0,,,0.0,0.0,0.0,53.0,9.0,,,1821.0,0.0,0.0,0.0,0.0,2.0,,,Jul-2010
301,6.0,91.0,5.0,,,0.0,0.0,0.0,96.0,5.0,,,6624.0,75.0,0.0,0.0,0.0,3.0,,,Dec-2006
302,5.0,188.0,12.0,,,0.0,0.0,0.0,104.0,12.0,,,4659.0,100.0,0.0,0.0,0.0,1.0,,,Apr-1999
303,6.0,26.0,7.0,,,0.0,0.0,0.0,246.0,7.0,,,3133.0,100.0,0.0,0.0,0.0,1.0,,,Jun-1994
304,1.0,93.0,24.0,,,0.0,0.0,0.0,100.0,31.0,,,70052.0,0.0,0.0,0.0,0.0,0.0,,,Aug-2006
305,1.0,116.0,19.0,,,0.0,0.0,0.0,253.0,223.0,,,64350.0,100.0,0.0,0.0,0.0,0.0,,,Nov-1993
306,2.0,47.0,7.0,,,0.0,0.0,0.0,161.0,37.0,,,24121.0,100.0,0.0,0.0,0.0,1.0,,,Jul-2001
307,1.0,32.0,23.0,,,0.0,0.0,0.0,42.0,33.0,,,2524.0,0.0,0.0,0.0,0.0,0.0,,,Jun-2011
308,1.0,126.0,9.0,,,0.0,0.0,0.0,60.0,9.0,,,696.0,0.0,0.0,0.0,0.0,1.0,,,Jun-2004
309,4.0,126.0,10.0,,,0.0,0.0,4.0,340.0,23.0,,,1996.0,100.0,0.0,0.0,0.0,1.0,,,Aug-1986
310,8.0,126.0,2.0,,,0.0,0.0,0.0,375.0,2.0,,,12485.0,40.0,0.0,0.0,0.0,3.0,,,Sep-1983
311,9.0,151.0,2.0,,,0.0,0.0,0.0,255.0,9.0,,,9869.0,28.6,0.0,0.0,0.0,4.0,,,Sep-1993
312,4.0,279.0,17.0,,,0.0,0.0,0.0,129.0,17.0,,,4666.0,50.0,0.0,0.0,0.0,0.0,,,Sep-1991
313,9.0,119.0,1.0,,,0.0,0.0,1.0,137.0,1.0,,,17653.0,0.0,0.0,0.0,0.0,5.0,,,Jul-2003
314,4.0,58.0,5.0,,,0.0,0.0,0.0,88.0,24.0,,,17866.0,100.0,0.0,0.0,0.0,3.0,,,Aug-2007
315,9.0,215.0,2.0,,,0.0,0.0,0.0,141.0,2.0,,,6180.0,0.0,0.0,0.0,0.0,3.0,,,Jan-1997
316,1.0,135.0,12.0,,,0.0,0.0,0.0,141.0,12.0,,,4449.0,33.3,0.0,0.0,0.0,1.0,,,Mar-2003
317,3.0,,1.0,,,0.0,0.0,0.0,97.0,1.0,,,3381.0,0.0,0.0,0.0,0.0,2.0,,,Nov-2006
318,3.0,42.0,6.0,,,0.0,0.0,0.0,171.0,17.0,,,4691.0,83.3,0.0,0.0,0.0,1.0,,,Sep-2000
319,6.0,121.0,2.0,,,0.0,0.0,0.0,71.0,2.0,,,7290.0,14.3,0.0,0.0,0.0,3.0,,,Nov-2004
320,3.0,134.0,5.0,,,0.0,0.0,0.0,125.0,5.0,,,2898.0,100.0,0.0,0.0,0.0,1.0,,,Oct-2003
321,7.0,36.0,2.0,,,0.0,0.0,0.0,51.0,2.0,,,3640.0,16.7,0.0,0.0,0.0,6.0,,,Sep-2010
322,6.0,160.0,4.0,,,0.0,0.0,0.0,486.0,4.0,,,10762.0,60.0,0.0,0.0,0.0,1.0,,,Jun-1974
323,5.0,146.0,1.0,,,0.0,0.0,0.0,142.0,1.0,,,8925.0,57.1,0.0,0.0,0.0,3.0,,,Oct-2002
324,6.0,95.0,5.0,,,0.0,0.0,0.0,359.0,11.0,,,3383.0,91.7,0.0,0.0,0.0,3.0,,,Jan-1985
325,2.0,140.0,1.0,,,0.0,0.0,0.0,317.0,1.0,,,14615.0,50.0,0.0,0.0,0.0,2.0,,,Jul-1988
326,1.0,154.0,22.0,,,0.0,0.0,0.0,209.0,22.0,,,48028.0,66.7,0.0,0.0,0.0,0.0,,,Jul-1997
327,2.0,218.0,8.0,,,0.0,0.0,0.0,98.0,23.0,,,20529.0,0.0,0.0,0.0,0.0,1.0,,,Oct-1996
328,4.0,259.0,15.0,,,0.0,0.0,0.0,190.0,15.0,,,1690.0,33.3,0.0,0.0,0.0,0.0,,,May-1993
329,3.0,63.0,1.0,,,0.0,0.0,0.0,139.0,1.0,,,8829.0,33.3,0.0,0.0,0.0,1.0,,,May-2003
330,2.0,122.0,2.0,,,0.0,0.0,2.0,120.0,2.0,,,3252.0,33.3,0.0,0.0,2.0,2.0,,,Oct-2004
331,5.0,134.0,8.0,,,0.0,0.0,1.0,177.0,8.0,,,966.0,80.0,0.0,0.0,0.0,2.0,,,Mar-2000
332,2.0,163.0,18.0,,,0.0,0.0,0.0,165.0,30.0,,,35909.0,0.0,0.0,0.0,0.0,0.0,,,Mar-2001
333,2.0,15.0,13.0,,,0.0,0.0,0.0,211.0,13.0,,,22373.0,0.0,0.0,0.0,0.0,0.0,,,May-1997
334,5.0,132.0,7.0,,,0.0,0.0,0.0,280.0,10.0,,,3761.0,100.0,0.0,0.0,0.0,3.0,,,Aug-1991
335,8.0,120.0,1.0,,,0.0,0.0,0.0,270.0,1.0,,,19186.0,77.8,0.0,0.0,0.0,3.0,,,Jun-1992
336,2.0,135.0,2.0,,,0.0,0.0,0.0,148.0,2.0,,,12228.0,80.0,0.0,0.0,0.0,1.0,,,Aug-2002
337,2.0,144.0,13.0,,,0.0,0.0,0.0,165.0,24.0,,,4181.0,75.0,0.0,0.0,0.0,0.0,,,Mar-2001
338,3.0,136.0,3.0,,,0.0,0.0,0.0,135.0,3.0,,,49851.0,50.0,0.0,0.0,0.0,3.0,,,Aug-2003
339,12.0,46.0,6.0,,,0.0,0.0,0.0,62.0,6.0,,,20174.0,33.3,0.0,0.0,0.0,5.0,,,Oct-2009
340,7.0,130.0,5.0,,,0.0,0.0,1.0,145.0,15.0,,,5728.0,25.0,0.0,0.0,1.0,2.0,,,Sep-2002
341,4.0,130.0,4.0,,,0.0,0.0,0.0,140.0,14.0,,,36135.0,85.7,0.0,0.0,0.0,2.0,,,Oct-1981
342,2.0,55.0,4.0,,,0.0,0.0,0.0,171.0,4.0,,,3818.0,100.0,0.0,0.0,0.0,1.0,,,Sep-2000
343,5.0,122.0,1.0,,,0.0,0.0,0.0,123.0,14.0,,,20209.0,100.0,0.0,0.0,0.0,1.0,,,Sep-2004
344,2.0,,13.0,,,0.0,0.0,1.0,177.0,13.0,,,8632.0,63.6,0.0,0.0,0.0,0.0,,,Mar-2000
345,8.0,278.0,11.0,,,0.0,0.0,0.0,278.0,11.0,,,2461.0,100.0,0.0,0.0,0.0,1.0,,,Oct-1991
346,2.0,123.0,14.0,,,0.0,0.0,1.0,243.0,16.0,,,22759.0,50.0,0.0,0.0,0.0,0.0,,,Dec-1992
347,1.0,143.0,11.0,,,0.0,0.0,0.0,208.0,11.0,,,19995.0,50.0,0.0,0.0,0.0,1.0,,,Aug-1997
348,2.0,135.0,4.0,,,0.0,0.0,0.0,133.0,4.0,,,7318.0,50.0,0.0,0.0,0.0,1.0,,,Sep-2003
349,2.0,134.0,15.0,,,0.0,0.0,0.0,168.0,90.0,,,3579.0,0.0,0.0,0.0,0.0,0.0,,,Apr-1998
350,4.0,108.0,3.0,,,0.0,0.0,2.0,174.0,5.0,,,20495.0,50.0,0.0,0.0,0.0,3.0,,,Feb-1997
351,3.0,172.0,1.0,,,0.0,0.0,0.0,454.0,1.0,,,1545.0,50.0,0.0,0.0,0.0,3.0,,,Feb-1977
352,1.0,52.0,22.0,,,0.0,0.0,0.0,94.0,22.0,,,4558.0,66.7,0.0,0.0,0.0,0.0,,,Feb-2007
353,5.0,33.0,4.0,,,0.0,0.0,1.0,159.0,29.0,,,5689.0,66.7,0.0,0.0,0.0,5.0,,,Sep-2001
354,5.0,140.0,2.0,,,0.0,0.0,1.0,189.0,2.0,,,14446.0,33.3,0.0,0.0,0.0,2.0,,,Mar-1999
355,5.0,97.0,4.0,,,0.0,0.0,0.0,85.0,5.0,,,16084.0,33.3,0.0,0.0,0.0,3.0,,,Nov-2006
356,3.0,97.0,4.0,,,0.0,0.0,0.0,283.0,4.0,,,5433.0,50.0,0.0,0.0,0.0,2.0,,,May-1991
357,4.0,105.0,1.0,,,0.0,0.0,0.0,69.0,1.0,,,6218.0,0.0,0.0,0.0,0.0,4.0,,,Mar-2006
358,7.0,63.0,3.0,,,0.0,1.0,0.0,14.0,3.0,,,3532.0,66.7,0.0,0.0,0.0,3.0,,,Sep-2009
359,7.0,153.0,0.0,,,0.0,0.0,0.0,185.0,0.0,,,2229.0,50.0,0.0,0.0,0.0,4.0,,,May-1978
360,7.0,162.0,3.0,,,0.0,0.0,0.0,361.0,3.0,,,16813.0,40.0,0.0,0.0,0.0,6.0,,,Nov-1984
361,10.0,85.0,1.0,,,0.0,0.0,0.0,161.0,1.0,,,1746.0,44.4,0.0,0.0,0.0,5.0,,,Jul-2001
362,6.0,140.0,3.0,,,0.0,0.0,0.0,339.0,3.0,,,19559.0,10.0,0.0,0.0,0.0,3.0,,,Sep-1986
363,4.0,123.0,4.0,,,0.0,0.0,0.0,228.0,21.0,,,7377.0,0.0,0.0,0.0,0.0,2.0,,,Dec-1995
364,5.0,135.0,2.0,,,0.0,0.0,0.0,103.0,2.0,,,12359.0,100.0,0.0,0.0,0.0,2.0,,,Sep-2003
365,6.0,118.0,5.0,,,0.0,0.0,1.0,116.0,5.0,,,7253.0,50.0,0.0,0.0,0.0,2.0,,,Feb-2005
366,6.0,139.0,3.0,,,0.0,0.0,0.0,194.0,4.0,,,21805.0,60.0,0.0,0.0,0.0,4.0,,,Oct-1998
367,5.0,134.0,2.0,,,1.0,0.0,1.0,203.0,2.0,,,8633.0,,0.0,0.0,1.0,2.0,,,Jan-1998
368,2.0,158.0,16.0,,,0.0,0.0,1.0,294.0,44.0,,,6134.0,66.7,0.0,0.0,0.0,0.0,,,Jun-1990
369,16.0,154.0,2.0,,,0.0,0.0,0.0,118.0,2.0,,,1405.0,53.3,0.0,0.0,0.0,5.0,,,Feb-2002
370,2.0,126.0,9.0,,,0.0,0.0,0.0,163.0,44.0,,,46588.0,0.0,0.0,0.0,0.0,1.0,,,May-2001
371,0.0,143.0,62.0,,,0.0,0.0,0.0,172.0,91.0,,,5350.0,50.0,0.0,0.0,0.0,0.0,,,Aug-2000
372,5.0,46.0,2.0,,,0.0,0.0,0.0,294.0,13.0,,,32741.0,75.0,0.0,0.0,0.0,1.0,,,Jun-1990
373,5.0,34.0,2.0,,,0.0,0.0,0.0,42.0,7.0,,,4278.0,0.0,0.0,0.0,0.0,3.0,,,Jun-2011
374,9.0,153.0,5.0,,,0.0,0.0,0.0,101.0,5.0,,,16277.0,100.0,0.0,0.0,0.0,7.0,,,Mar-2002
375,5.0,126.0,8.0,,,0.0,0.0,0.0,91.0,8.0,,,8434.0,60.0,0.0,0.0,0.0,3.0,,,Jul-2000
376,2.0,,12.0,,,0.0,0.0,0.0,171.0,12.0,,,1230.0,28.6,0.0,0.0,0.0,1.0,,,Sep-2000
377,6.0,134.0,4.0,,,0.0,0.0,0.0,174.0,4.0,,,14824.0,60.0,0.0,0.0,0.0,3.0,,,Jun-2000
378,5.0,141.0,6.0,,,0.0,0.0,1.0,151.0,6.0,,,36495.0,100.0,0.0,0.0,0.0,2.0,,,May-2002
379,7.0,124.0,4.0,,,0.0,0.0,0.0,116.0,14.0,,,14831.0,75.0,0.0,0.0,0.0,1.0,,,Aug-2004
